,job_name,put_time,salary,city,city_zh,recruit_num,work_year,study,company,company_url,work_addr,jd,jd_duty,jd_require,workfare,job_url
112124284,总经理助理 Store Manager Assistant,2019-04-02,shenzhen,深圳-宝安区,3.8-5千/月,1人,1年工作经验,大专,家乐福深圳 Shenzhen,,上班地址 : 宝安建安一路新圳路交汇处家乐福香缤店,"
 1.帮助检查邮件，并按照轻重缓急汇报给店长 2.准备会议日程和所需的文件 3.有效的资料和文件整理和归档 4.与各部门进行良好沟通   岗位要求： 1.大专及以上学历 2.积极主动的态度 3.英语良好四级以上 4.熟悉办公室软件操作，PPT，Word，excel等  ",,,"['带薪年假', '五险一金', '节日福利']",https://m.51job.com/jobs/shenzhen-baq/112124284.html
106236389,业务代表（吉林）(J11754),2019-04-02,jilin,长春-高新技术产业开发区,6-8千/月,1人,,,吉林金域医学检验所有限公司,,上班地址 : 长春市高新技术开发区光谷大街1977号（光谷大街与众恒路交汇处）,"
工作职责:1、确保老客户的上量，增加新客户的开发；2、按照客户和市场需求，有计划、有步骤的开展学术推广工作；3、根据客户情况，制定客户拜访计划，有效提高客户关系；4、对于客户提出的投诉要及时上报并协助上级处理，提高客户满意度；5、根据上级要求，完成业务数据和客户数据的搜集，支持上级完成相应的报告；6、根据客户要求，协调配送部完成特殊耗材的派送，保证客户业务的顺利开展。任职资格:1、医学类、药学类、生命科学类等相关专业及营销类专业，条件优秀可不限专业，大专以上学历；2、善于沟通、意志坚定、学习力强；3、逻辑思维能力强、服务意识强、解决问题能力强、不怕吃苦能够克服困难；4、可长期在金域发展优先；5、认可金域文化。工作地点：吉林市 ",,,"['五险一金', '节日福利', '餐饮补贴', '带薪年假', '员工旅游', '交通补贴', '定期体检', '专业培训', '出国机会', '绩效奖金']",https://m.51job.com/jobs/changchun-gxjs/106236389.html
111558962,人事行政专员,2019-04-02,meishan,眉山,3.5-6千/月,2人,2年工作经验,本科,四川玫瑰园房地产开发有限公司,,上班地址 : 眉山市东坡区眉州公馆售楼部,"
1、负责公司日常行文、制度修订，编写会议纪要等； 2、负责协助公司重大事项的跟进和督办等； 3、负责人才的招聘选拔，具备较强招聘选拔能力； 4、负责薪酬、社保公积金、绩效、工伤等人事工作日常业务经办； 5、负责日常考核管理和落实执行；职位要求：1、全日制大学本科学历，工商管理、人力资源管理等管理类相关专业； 2、有1年以上工作经验，房地产行业优先； 3、具有较强的文字功底，思路清晰，工作严谨，原则性强； 注：有意向者，可先将个人简历发送至scqlmg3888@163.com，符合条件则投简历，不符者勿扰。 ",,,"['五险一金', '绩效奖金', '年终奖金', '定期体检', '专业培训']",https://m.51job.com/jobs/meishan/111558962.html
111085254,销售业务经理--包头-19790,2019-04-02,baotou,包头,1-1.4万/月,1人,,本科,优信集团,,上班地址 : 青山区恒源银座B座1207室,"
可独立进行业务管理，擅长部门内外的协调及数据化管理。岗位职责1. 业务调研：不定期的对分区内不同的地区进行实地走访调研；2. 项目协调：根据分区负责人布置的项目性工作，对接各项目协调人或自身，并确保最终项目的实施落地；3. 数据分析：擅长数据处理和逻辑分析，最终能够整合为专业的报告，既美观又清晰的进行展示；3. 其他：完成分区负责人交办的其他工作。任职要求1、本科及以上学历，32岁及以下；2、项目管理能力：2年以上互联网企业销售模块项目管理经验者；3、协作能力：50人以上或者有过不同类型的部门间项目协作经验；4、培训能力：1年以上培训实操经验；5、能接受出差。 ",,,"['带薪年假', '五险一金', '绩效奖金', '节日福利', '交通补贴', '通讯补贴', '补充医疗保险', '定期体检']",https://m.51job.com/jobs/baotou/111085254.html
99068748,销售代表（娄底、邵阳）,2019-04-02,shaoyang,邵阳,0.3-1万/月,1人,,,长沙楚珩百货商贸有限公司,,上班地址 : 邵阳地区,"
您将从事：-通过面访客户，在娄底、邵阳地区婴童渠道开展业务工作，完成销售目标；-能够独立开展门店培训、商品陈列、库存分析、促销的计划洽谈及执行反馈等业务行为，协助客户提升销售业绩；-建立与维护客情关系，解决客户就销售和服务提出的投诉；-及时与公司沟通市场情况，并进行相应管理分析，把控区域发展。您需具备：-热爱销售工作，有团队合作精神；-热情积极，有责任心，具备良好的沟通表达能力、抗压能力、执行能力；-娄底或邵阳市区有居住地，能够在负责区域内经常出差；-具有婴童、快消品、医药OTC等行业销售经验者优先考虑。您将获得：-积极上进、团队合作、欢乐的工作氛围；-有竞争力的薪资待遇，全职员工享受国家规定的社会保险；-广阔的晋升和发展空间，能够晋升为公司更高的管理职位。工作地址娄底市或邵阳市  ",,,"['五险一金', '交通补贴', '通讯补贴', '专业培训', '绩效奖金', '周末双休', '员工旅游']",https://m.51job.com/jobs/shaoyang/99068748.html
98255151,人资主管/专员,2019-04-02,haikou,海口,4-7千/月,1人,2年工作经验,本科,京东商城华南区域分公司,,上班地址 : 海南省海口市美兰区胜景西路御景名城,"
1、负责海南片区对接部门的招聘、培训、考勤、绩效、员工关系等各方面的工作，为业务部门提供充足的人力支持和人才保障；2、协助业务部门搭建可持续发展的人才梯队，并全面负责所支持部门的培训管理工作；3、根据运营部门实际情况，为其提供专业的人力资源解决方案和政策咨询；4.从人资和运营双向角度出发，搭建员工沟通渠道，构建良好劳资关系。5、HRBP团队的管理和工作流程的持续优化。任职要求：1、从事HR工作2年以上；2、熟悉人力资源管理各模块工作内容，能深入运营一线，为运营部门提供专业的人力资源解决方案及政策咨询；3、性格开朗，有工作热情，善于沟通，执行能力和抗压能力强；4、高度认同公司企业文化和价值观；5、能承受较大工作压力，较强的推动力、问题解决能力。 ",,,"['五险一金', '餐饮补贴', '绩效奖金', '年终奖金', '周末双休', '全勤奖', '节日福利', '定期体检']",https://m.51job.com/jobs/haikou/98255151.html
104073159,高级导购（五险一金）,2019-04-02,shenyang,沈阳-和平区,3.5-4千/月,1人,,,仙妮蕾德（中国）有限公司,,上班地址 : 北三经街10甲3号,"
职位要求： 1、中专以上学历，须具两年以上店铺零售经验； 2、有国际品牌彩妆和护肤品销售经验, 另有保健品销售经验尤佳； 3、沟通能力强，热爱销售工作有良好的服务意识； 4、有化妆从业经验或持有中级美容师资格证； 5、五官端正,形象整洁，口齿伶俐， 6、性格主动活泼, 有团队合作精神； ",,,"['带薪年假', '五险一金', '节日福利', '绩效奖金']",https://m.51job.com/jobs/shenyang-hpq/104073159.html
102389470,医药代表-糖尿病健康产品,2019-04-02,hengshui,衡水,15-20万/年,若干人,,大专,通化东宝药业股份有限公司,,上班地址 : 衡水,"
1.负责在指定区域内开展公司产品的推广活动,实现公司产品的销售增长及市场占有率的提高。  2.根据年度销售目标，分解为季度目标和月度目标，按期完成制定销售目标和客户拓展目标。  3.负责走访临床医生，确保产品合理正确使用。  4.定期拜访客户，协调与客户的关系,解决实际问题，扩大公司产品覆盖率，提高产品销量。  5.向客户提供专业的产品服务，进行产品推广，维护公司形象。  6.负责收集、整理、汇报市场信息及竞争对手信息，做好市场调研报告，及时向上级反馈情况。  7.按照公司要求建立、健全和更新客户约案，做好客户资源管理工作。  8.根据市场状况，协助公司开展区域推广与宣传活动。  9.及时反馈医院使用本公司产品的相关信息 任职资格：  1.市场营销、医学、药学等专科以上学历；   2.至少一年以上相关工作经验；   3.有内分泌领域推广经验、有一定的销售网络基础且与客户关系良好者优先考虑；   4.良好的沟通能力和敬业精神，具有独立分析和解决问题能力，勇于面对压力和挑战。 ",,,"['五险一金', '补充医疗保险', '交通补贴', '通讯补贴', '绩效奖金']",https://m.51job.com/jobs/hengshui/102389470.html
112125838,执行总经理,2019-04-02,liaocheng,六安,15-20万/年,1人,5-7年工作经验,高中,霍邱县红旭新型建材有限公司,,上班地址 : 安徽省六安市霍邱县临淮镇,"
			煤矸石新型墙体空心砖原材料采购、生产、销售、人事管理 ",,,,https://m.51job.com/jobs/liuan/112125838.html
109982946,人事专员,2019-04-02,fuzhoue,抚州,3-4.5千/月,1人,1年工作经验,大专,南昌尚美佳房地产咨询有限公司,,上班地址 : 抚州市丰源宜合售楼处,"
			1、人员招聘2、客户登记3、台帐录入			",,,,https://m.51job.com/jobs/fuzhoue/109982946.html
112123448,董事长秘书,2019-04-02,wuhan,武汉-江汉区,0.8-1万/月,若干人,2年工作经验,本科,恒大地产集团武汉有限公司,,上班地址 : 武汉市常青路47号武汉恒大中心,"
任职要求：1、24-30岁，全日制统招本科毕业3年以上，3年以上同岗位相关工作经验；2、沟通能力强，形象气质佳。工作内容：1、负责来访人员接待、电话转接、传真分发相关工作；2、负责相关文件的起草、收发、督办、归档工作；3、负责相关会议的通知记录，会议纪要的起草、催办落实工作；4、公司领导督办的重大工作事项；5、公司领导对外活动的联系和安排；          6、完成公司领导交办的其他工作。 ",,,"['带薪年假', '五险一金', '包住宿', '节日福利', '绩效奖金', '员工旅游', '年终奖金', '餐饮补贴', '专业培训', '定期体检']",https://m.51job.com/jobs/wuhan-jhq/112123448.html
111043987,退伍军人/保安首选高薪健身教练,2019-04-02,yangjiang,广州-番禺区,0.8-1万/月,8人,无工作经验,高中,韦特健身服务有限公司,,上班地址 : 兴业大道兴业大厦园区（乘地铁7号线至员岗地铁站步行5分钟）,"
如果你是基层员工，拿着普通的薪资，想在这个美丽的城市立足，有房有车，欢迎你加入我们，给你家一般温暖的工作环境，让你安心放心省心。如果你是刚毕业的大学生，不知何去何从，正迷茫于找工作，欢迎你加入我们，这里有专业的职业规划老师，帮你规划美好的未来。如果你是退伍军人，有非常好的体格，有部队教练的风范，欢迎加入我们，这里有很多一起穿着绿色军装的人，我们一起从保卫国家到保卫健康 如果你是健身爱好者，想到感受撸铁的痛快，想要在健身房里挥洒汗水，成就千万人的健康，欢迎你加入我们，学院冠军导师全程深入指导，让你的二十万年薪梦从这里开始。【我们欢迎】退伍军人：对自己未来职业迷茫的军人，可通过岗前实习直接晋升为健身教练想改练欢迎你变周围的人的生活方式，希望有一个健康的生活理念，想拿高薪，成为高收入者铮铮铁骨、七尺男儿、健身教练欢迎你【岗位职责】1、为会员提供一对一的健身指导服务，帮助会员达成训练效果，并及时、准确的做好签课记录；2、为会员做亚健康测试，根据测试结果和会员的需求制定训练计划和饮食计划；3、跟进会员的健身情况，根据健身的情况适时帮助其调整健身计划；4、负责健身区域的日常巡视，确保健身人员的人身安全。【薪资待遇】薪资=底薪+销私教提成+上课提成+团操课时费（按节计算120-300/45分钟）+奖金【岗位要求】1、形象体态佳，良好的身体素质和个人健康管理习惯；2、热爱健身，学习能力强，较强的沟通能力和亲和力。3 、男女不限晋升方向：私人健身教练——私教主管——教练部经理/总监——俱乐部店长。 个人创业方向：开设健身俱乐部-----小区式工作室等。139***2508****1431刘经理 ",,,,https://m.51job.com/jobs/guangzhou-pyq/111043987.html
105481337,销售经理,2019-04-02,kunming,昆明-五华区,0.6-1.2万/月,2人,,本科,日立电梯（中国）有限公司云南分公司,,上班地址 : 昆明市五华区人民中路36号如意大厦19楼B座,"
1、负责与合作客户进行业务洽谈及合同、协议的制定与草签受理营销业务；2、负责与合作客户进行业务公关，保证订单合同的顺利签订，执行；3、负责与政府部门协调好关系；4、能完成年度业绩指标。岗位要求：1、形象气质佳，能服从公司安排；2、执行力强，有较好的沟通能力，乐于和客户打交道，勇于挑战突破，顺利达成部门及个人业绩；3、能接受相关应酬工作。 ",,,"['带薪年假', '五险一金', '通讯补贴', '交通补贴', '餐饮补贴']",https://m.51job.com/jobs/kunming-whq/105481337.html
111922974,行政文员,2019-04-02,xingtai,邢台,3-4千/月,2人,无工作经验,中专,北京众智栋梁科技股份有限公司,,上班地址 : 桥西区东先贤村邢台县职教中心,"
岗位职责：1、协助上级处理公司招聘、培训、薪酬福利、员工关系、劳动关系等方面的工作；2、执行招聘工作流程，协调、办理员工招聘、入职、离职、升职等手续；3、协同开展新员工入职培训，业务培训，联系组织外部培训以及培训效果的跟踪、反馈；4、负责员工五险缴纳、办理，工作居住证的办理；5、负责员工的入、离、转、调等各项手续及人事证明开具的办理；6、建立和维护人事档案、员工花名册，及时更新员工的个人信息和资料；7、统计员工考勤；8、组织开展团建活动，增强企业凝聚力；9、采买、管理办公用品，维护办公环境整洁；10、领导交办的其他临时性工作；岗位要求：1、中专及以上学历，1年以上行政文员工作经验；2、人力资源管理、行政管理、文秘等等相关专业优先考虑（可接受优秀应届毕业生）；3、了解国家劳动政策及相关法律法规；4、了解人力资源各模块操作流程及工作方法，可熟练使用办公软件；5、工作态度积极、有责任心、拥有较强的执行能力、良好的团队意识；6、具有一定的学习力、组织能力及应急处理问题能力。 ",,,"['五险', '交通补贴', '餐饮补贴', '通讯补贴', '专业培训', '绩效奖金', '年终奖金']",https://m.51job.com/jobs/xingtai/111922974.html
69388248,销售代表/业务经理/江门/佛山/中山/广州/深圳,2019-04-02,jiangmen,江门,1-1.5万/月,若干人,3-4年工作经验,大专,广东聚盈化工有限公司,,上班地址 : 广东省江门市鹤山市古劳镇三连工业区,"
岗位职责：1.化工产品销售工作，负责指定区域客户的开发，执行并完成公司销售计划。2.保持与客户良好的沟通，建立长期稳定的业务关系，在公司既定的政策下完成销售工作，并做到良好的货款回收。3.把握行业动态和市场需求，定期向公司汇报市场及客户情况，提交市场分析和业务报告。4.为客户提供一定的技术应用服务及相应支持5.对客户在销售和使用过程中出现的问题和投诉，协调公司相关部们等进行妥善处理和跟踪。岗位要求：1.大专以上学历，精细化工、应用化学等相关专业；2.熟悉涂料行业，,有3年以上涂料原材料产品销售经验，具有涂料技术服务能力更佳3.  性格外向、反应敏捷，具有较强的沟通能力及交际技巧；具有亲和力；有较强的学习能力，富有团队合作精神；4.  具备一定的市场分析及判断能力，良好的客户服务意识；5.  具有强烈的进取心，能承受较大的工作压力，能接受出差者；6.  具有良好的团体合作能力，有汽车驾照者优先；7、从事过家具漆、地坪漆销售工作者优先考虑； ",,,"['绩效奖金', '全勤奖', '包住宿', '高温补贴', '专业培训']",https://m.51job.com/jobs/jiangmen/69388248.html
109077274,铁岭地区经理,2019-04-02,tieling,沈阳-和平区,1-2万/月,若干人,2年工作经验,,辽宁天龙医药贸易有限公司,,上班地址 : 三好街丰盛商务大厦0909,"
岗位职责：1.熟悉掌握本区域内OTC、终端等业务；2.能够根据产品特点、市场情况制定区域发展规划，包括销售策略、渠道搭建、价格和销售政策制定、促销方案策划等；3.能够根据区域规划，筛选区域内客户分类；4. 能够根据公司营销方案制定合理的区域费用预算和费用控制，并及时回款；5.能够完成公司下达的各项任务。省内各区域经理：职位要求1.具有大专以上学历，药学、医学、市场营销相关专；2.2年以上医药行业从业经验，有一定网络客户资源者优先；3.有责任心、敢于担当，有创新精神，吃苦耐劳；招聘省内各地区经理：薪酬福利：底薪+提成+奖金+公司其他福利待遇；***；应聘电话：02486223333、18240168648 ",,,"['弹性工作', '缴纳保险']",https://m.51job.com/jobs/shenyang-hpq/109077274.html
111190855,农业技术员,2019-04-02,dazhou,绵阳,3-4.5千/月,3人,,中专,四川阿里邦尼商务服务有限公司,,上班地址 : 桂园雅居4期2栋2楼（涪城万达对面）,"
岗位职责1、负责制定公司农业生产发展规划，从理论和实践上进行可行性分析、论证，并积极组织实施；2、根据蚕业产业化发展的需要，提出生产和科学技术上应采取的技术措施，解决生产中重大技术问题；3、每个技术推广项目完成后，必须认真做好总结，、技术报告和工作总结；4.主要从事蚕桑等制种技术指导职位要求：岗位要求：1、45岁以下，形象气质良好；2、蚕学等相关专业院校，大专以上学历优先；3、有林木行业经验者优先、有驾照优先、能适应下基地与田间工作。4、可接受相关专业的优秀应届毕业生注：招聘公司为：嘉源亿泽现代农业科技有限公司。 ",,,"['年终奖金', '绩效奖金', '交通补贴', '五险']",https://m.51job.com/jobs/mianyang/111190855.html
112125540,会计,2019-04-02,xiamen,厦门,4-5.5千/月,1人,,,厦门银鹭食品集团有限公司,,上班地址 : 厦门市湖里区高科技园区,"
1.销售收入（含内销、出口贸易）入账；2.营销推广费用的核算；3.网银导款； 4.月末结账相关核对复核工作，会计凭证整理归档等；5.领导交办的其他任务。任职要求：1.大专以上学历，财会类专业，有一定的会计从业经验；2.熟悉会计报表的处理，会计法规和企业所得税政策；3.能够熟悉使用Excel表及运用各类函数；4.具有良好的学习能力、独立工作能力和财务分析能力；5.工作细致，责任感强，良好的沟通能力、团队精神。 ",,,"['五险一金', '免费班车', '餐饮补贴', '年终奖金', '专业培训', '通讯补贴', '节日礼物', '带薪年假', '每年多次调薪', '出差补贴']",https://m.51job.com/jobs/xiamen/112125540.html
107067186,项目经理（员工制+六险二金）,2019-04-02,meizhou,梅州,2-3万/月,3人,3-4年工作经验,本科,泰康养老保险股份有限公司广东分公司,,上班地址 : 梅江区三角地金燕大道宝盈国际大厦六楼,"
岗位职责：1、担任合作企事业单位员工及家属个人商业保险开拓项目的负责人，负责整个业务项目的作战思路及营销活动策划；2、负责项目组成员的招聘、培训及日常活动管理，带领小组成员达成个人及项目组销售任务；3、带领项目组成员进驻已经建立合作关系的企事业单位，挖掘该单位员工及其家属的保险需求，提供个人商业保险产品、高端养老社区产品的咨询和服务。岗位要求：1、有上进心，有强烈的奋斗进取精神；2、较强的学习能力、善于总结思考；3、热爱销售工作，有一定销售经验或具备企事业单位、医疗、金融等相关领域工作经验优先；4、大学本科学历，条件优秀者可放宽至大专。 ",,,"['五险一金', '专业培训', '绩效奖金', '年终奖金', '定期体检', '商业保险', '企业年金', '周末双休']",https://m.51job.com/jobs/meizhou/107067186.html
87680429,油站经理（沧州）,2019-04-02,cangzhou,沧州,6-8千/月,5人,3-4年工作经验,本科,壳牌华北石油集团有限公司,,上班地址 : 沧州壳牌加油站,"
职位描述：油站经理工作职责主要包括：（但不限于以下内容)HSSE1. 严格执行公司健康、安全、环保（HSSE）的政策及要求，全面负责加油站健康、安全、消防等工作；2. 带领员工充分了解并主动遵守壳牌HSSE相关政策；3. 制定有效的油站安全计划并良好执行；定期与区域经理进行安全回顾，积极实施下一步的安全方案；4. 主动及时地干预油站不安全行为；运营销售1. 全面细致地管理油站运营，充分实现运营标准和销量目标；2. 制定合理的供货计划；3. 激励油品和便利店销售，完成有挑战的销量目标；4. 进行库存管理，优化库存，减少损耗；顾客服务1. 了解顾客需求，并具备良好的顾客服务意识，同时有效地处理顾客投诉；2. 确保员工充分了解产品，并提供专业热情的服务和购买建议；3. 专业地处理客户投诉，积极接受反馈并作出改进；团队管理1. 培训、指导、激励团队伙伴，营造良好的团队氛围；2. 高效经济地管理团队编制，实现团队效率最大化；3. 充分地关注、激励、培训团队伙伴，培养良好的团队关系；4. 对团队伙伴进行定期的绩效评估，主动及时地给予反馈。任职资格：1.本科及以上学历2.市场营销、企业管理等专业优先3.具有零售或服务行业3年及以上工作经验，加油站管理经验优先4.具有直接管理10人以上团队的经验5.可接受省内地方调动6.熟练操作电脑办公软件上班地点：当地壳牌加油站 ",,,"['周末双休', '带薪年假', '五险一金', '绩效奖金', '高温补贴', '补充医疗保险', '定期体检', '年终双薪', '通讯补贴', '专业培训']",https://m.51job.com/jobs/cangzhou/87680429.html
107161992,国企京东方招聘助理工程师,2019-04-02,putian,福州-福清市,3.5-5千/月,20人,无工作经验,高中,福州百惠人力资源有限公司,,上班地址 : 福清音西街道99号京东方厂区,"
1:京东方光电招聘。                   包吃包住长期有效薪资待遇：上6休2：3600-5000元/月，。                 上4休2:3300-4300元/月； 综合工资=基本工资+加班工资+倒班津贴+其他津贴，工资100%发放；招聘要求:中专或高中以上学历，16-33周岁！住宿条件：4人间，配有全自动洗衣机、空调、热水器、独立卫生间、电视机、衣柜等设施五、职业发展（一）技术通道：1.初级工 中级工 高级工 技师 中级技师 高级技师2.助理工程师 工程师 中级工程师 高级工程师（二）管理通道：组长 班长 科长 部长                       2: 京东方科技招聘                      工作内容：电脑，电视屏幕贴膜，撕膜，组装，擦拭等简单工作。应聘要求：男16-35，女16-40岁，初中以上学历薪资待遇：包吃包住（包三餐）上六休一，4000-5500工作时间：8:30-8:30两班倒，。住宿条件：标准4人间，空调，热水器，洗衣机，电视。无线网。面试当天可安排住宿。             联系电话：15306023557 罗主管   ",,,"['包住宿', '全勤奖', '上四休二', '上六休二', '包吃', '免费班车', '节日福利', '专业培训', '加班补贴']",https://m.51job.com/jobs/fuzhou-fqs/107161992.html
111765966,大客户销售代表,2019-04-02,baoding,保定,0.7-1万/月,10人,,,河北鹏纳贸易有限公司,,上班地址 : 长城北大街与北三环交叉口北行500米路西河北鹏纳贸易有限公司,"
岗位描述：1、负责公司产品的销售及推广；2、根据市场营销计划，完成部门销售指标；    3、新渠道开发，渠道商的联络、考评、筛选、淘汰和更新工作；4、执行渠道商的培训、售前协助、售后客户服务和技术支持；4、负责辖区市场信息的收集及竞争对手的分析；5、负责销售区域内销售活动的策划和执行，完成销售任务；6、管理维护客户关系以及客户间的长期战略合作计划； ",,,"['包三餐', '包住宿', '绩效奖金', '全勤奖', '交通补贴', '住房补贴', '通讯补贴', '节日福利', '五险一金']",https://m.51job.com/jobs/baoding/111765966.html
98954791,销售代表(底薪3750元+5险1金+双休+奖金),2019-04-02,huhhot,呼和浩特,0.8-1万/月,3人,1年工作经验,大专,深圳市银达担保有限公司,,上班地址 : 新城区新华东街85号太伟方恒D座1320,"
银达集团立足于金融服务领域，主营工程保函业务，公司以国家政策为发展导向，专注做工程保函卓越品牌，行业排名前三。公司为全国3800多家工程企业提供了工程保证服务，业务量按每年30%稳步增长。工作时间：5天7.5小时工作制（8:30-12:00 13:30-17:30），周末双休。所有假日按国家规定标准。 薪酬结构：底薪+提成+奖金+多元化福利  ，年薪（10-20W）基础底薪：刚入职初级：3750元 (初级、高级、资深、大客户3.7k-10.5K)提成：10%（行业最高） 奖金：年底双薪、年终奖（两项奖金均在年前全部发放）福利：五险一金（入职即可购买）、交通补贴、通话补贴、高温补贴、公司旅游、生日礼、过节费（200元以上）、结婚生子礼金（1000元以上）、带薪年假等岗位职责：1、通过公司的系统的培训，能够快速熟悉公司产品 融入团队并掌握销售模式 ；2、通过公司内部客户管理系统快速建立客户档案（内部资源），以优质的服务维护好客情关系，对客户需求进行持续追踪，从而维系产生一批忠诚优质的客户群体；3、通过公司大数据分析及团队战略规划快速进入市场开拓自有客户资源从而达成销售目标；任职资格：1、 年龄：24-35岁2、 学历：大专及以上学历3、 经验：一年以上销售工作经验。欢迎优秀应届毕业生加入4、 性格：韧性、踏实、外向，热情，乐观，上进、亲和力佳5、 能力：优秀的沟通能力、协调能力、商务谈判能力、学习能力、适应能力、抗压能力晋升空间：业务方向：初级客户经理→中级客户经理→高级客户经理→大客户经理→资深客户经理→金牌客户经理管理方向：客户经理→分公司经理→区域总监→全国销售总监平均晋升时间周期：6个月，优秀者可破格晋升。我们是做什么的？答：我们公司属于金融服务行业，主营工程保函业务，从事工程项目保证工作。工程项目包括：1、房建 2.市政 3.道路 桥梁 4.铁路 轨道交通 5.园林绿化 6.水利水电 7.机电安装 8.环保施工 9.石油化工施工 10.送变电工程等，主要是与公共类、市政类、民生类工程有关的项目。什么是工程担保®答：工程保证担保称为“绿色担保”，在国外有100多年的历史。工程担保以其特有的方式，保证了建筑行业快速健康的发展，发达国家行业年收入达20多亿美元。工程保证担保通过经济手段，规避工程风险、保障合同履约、规范市场行为、维护工程建设各方的利益。我们的客户群体？答：工程类企业，对象是企业高管或企业决策人。我们的服务案例？答：昆明上水国际机场、南京秦淮河百里风光带、南京禄口国际机场、杭州湾跨海大桥、深圳京基100大厦、武汉天河国际机场、西双版纳国际度假村、贵州六盘水月照机场等中国知名工程，参与的重大工程建设等共计5000多个项目，所有的工程项目均顺利履约。我们行业的发展前景？答： 我国作为发展中国家，在建设社会主义市场经济的过程中工程保证担保制度一百多年的发展历程，已经证明它对规范建筑市场、防范建筑风险特别是质量风险、降低建筑业的社会成本等方面都有十分重要和不可替代的作用。引进并建立符合中国国情的工程保证担保制度是完善我国建筑市场法制建设的重要举措，也是我国建筑业和保证担保业在我国加入世贸组织后参与国际竞争以及与世界接轨的必然要求。（详尽内容可百度搜索“工程保证担保”） ",,,"['周末双休', '带薪年假', '五险一金', '节日福利', '通讯补贴', '高温补贴', '专业培训', '绩效奖金', '交通补贴']",https://m.51job.com/jobs/huhhot/98954791.html
109132633,FILA陈列主管,2019-04-02,shijiazhuang,河北省,0.6-1万/月,1人,3-4年工作经验,本科,FILA中国,,上班地址 : 石家庄市FILA专柜,"
职位描述1、根据总部下达的终端列表标准，调整区域终端陈列；2、负责所辖区域终端店铺终端良好形象的提升3、负责所辖区域终端店铺新开/整改/换季/促销活动的陈列支持工作4、负责陈列方案的执行和推广职 责 细 化 描 述1.1根据品牌公司的要求及时调整终端店铺陈列，维护品牌形象1.2负责品牌公司各阶段市场活动的推广，根据品牌公司的陈列模式，做好重点店铺的陈列调整2.1定期巡查终端店铺，给予考评和反馈2.2定期提交陈列总结报告，给出合理化建议和改进方案3.1参加品牌公司统一的培训活动，负责各店铺员工的产品知识和店铺陈列的培训工作3.2负责公司新开店铺的陈列和后续跟进工作岗位要求：1、中高端品牌零售行业从业经验；2、对色彩敏感，有独到的设计、时尚、搭配理念；3、较强的语言能力和逻辑思维能力，具备培训、指导能力； ",,,,https://m.51job.com/jobs/hebeisheng/109132633.html
110680745,理赔查勘岗,2019-04-02,fuyang,阜阳,3-4.5千/月,1人,,本科,新华人寿保险股份有限公司安徽分公司,,上班地址 : 颍州路建信大厦,"
基本要求：1、全日制本科及以上学历，医学、法学等相关专业；2、具有敏锐的风险识别能力，工作严谨细致、责任心强。基本职责：1、根据总公司相关理赔制度文件，落实分公司查勘作业制度、规则；2、处理当地日常理赔，查勘相关工作，对中支机构查勘作业质量进行管理，为案件审核提供有力证据，保证案件时效；对中支机构协谈、理赔诉讼案件进行追踪指导，避免诉讼风险，统一作业规范等。福利待遇：(一)一经录用签订正式劳动合同,享受五险一金及各种福利补贴。(二)与公司签定劳动合同（非保险代理人合同/外包劳务合同），提供社会医疗保险、养老保险、失业保险、工伤保险、住房公积金及商业保险等待遇，并有发展和晋升空间。 ",,,"['周末双休', '五险一金', '高温补贴', '节日福利', '带薪年假', '专业培训']",https://m.51job.com/jobs/fuyang/110680745.html
112030965,市场营销专员,2019-04-02,linfen,临汾,3-6千/月,10人,无工作经验,高中,临汾聚恒信息科技有限公司,,上班地址 : 尧都区滨河南路教授花苑,"
本公司主要从事商家版二维码和设备的收款安装推广，同时可帮商家做营销推广，小程序，餐饮系统，便于老板对下属店面有系统的管理年龄 22-35周岁，男女不限；高中以上学历，有销售工作经验；有较强的学习、沟通能力，善于交际；有良好的团队合作意识和承压能力；能吃苦耐劳，保持良好的工作积极性；工作职责：主动开发新客户，整理客户材料，建立客户信息档案；完成公司下达的月销售任务；能持续学习，不断进取，提升自我。薪资待遇：底薪3000+绩效提成上班时间自由 ",,,"['弹性工作', '年终奖金', '绩效奖金']",https://m.51job.com/jobs/linfen/112030965.html
111190866,农业技术员,2019-04-02,yibin,绵阳,3-4.5千/月,3人,,中专,四川阿里邦尼商务服务有限公司,,上班地址 : 桂园雅居4期2栋2楼（涪城万达对面）,"
岗位职责1、负责制定公司农业生产发展规划，从理论和实践上进行可行性分析、论证，并积极组织实施；2、根据蚕业产业化发展的需要，提出生产和科学技术上应采取的技术措施，解决生产中重大技术问题；3、每个技术推广项目完成后，必须认真做好总结，、技术报告和工作总结；4.主要从事蚕桑等制种技术指导职位要求：岗位要求：1、45岁以下，形象气质良好；2、蚕学等相关专业院校，大专以上学历优先；3、有林木行业经验者优先、有驾照优先、能适应下基地与田间工作。4、可接受相关专业的优秀应届毕业生注：招聘公司为：嘉源亿泽现代农业科技有限公司。 ",,,"['年终奖金', '绩效奖金', '交通补贴', '五险']",https://m.51job.com/jobs/mianyang/111190866.html
